option_name,autoload,size_bytes,owner,active_owner,recommended_action,confidence,rollback,notes
elementor_pro_install_history,yes,397,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
w3tc_minify_67ef7,no,397,w3-total-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
woocommerce_failed_order_settings,on,396,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
rank_math_modules,yes,396,seo-by-rank-math,yes,KEEP,high,Restore from app/sql/local.sql,
gla_merchant_account_state,yes,394,google-listings-and-ads,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
w3tc_minify_9bd60,no,391,w3-total-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
sa_sm_settings,off,391,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_transient_wp_styles_for_blocks,on,376,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_bacs_accounts,yes,374,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
_site_transient_browser_b6070f97dd99fd1a1f729156efd61e89,off,369,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_onboarding_profile,yes,367,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
w3tc_minify_3100c,no,363,w3-total-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
bd_imgseo_ai_options,auto,360,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
rank_math_known_post_types,yes,354,seo-by-rank-math,yes,KEEP,high,Restore from app/sql/local.sql,
_transient_rank_math_dashboard_stats_widget,off,351,seo-by-rank-math,yes,KEEP,high,Restore from app/sql/local.sql,
jetpack_sync_settings_full_sync_limits,yes,349,jetpack,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
_transient_jetpack_connected_user_data_1,off,345,jetpack,no,PURGE-CANDIDATE,high,Restore from app/sql/local.sql,
taxopress_posttagss,auto,342,taxopress,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
brainstrom_products,yes,337,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woocommerce_helper_data,yes,336,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
cmplz_purposes_pl,off,334,complianz-gdpr,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
jetpack_sync_full_status,no,333,jetpack,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
jetpack_callables_sync_checksum,no,333,jetpack,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
w3tc_minify_7b1a1,no,328,w3-total-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
cmplz_purposes_en,off,324,complianz-gdpr,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
woocommerce_ces_shown_for_actions,yes,323,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
theme_mods_twentynineteen,no,322,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
wc_facebook_for_woocommerce_lifecycle_events,no,320,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
w3tc_minify_875bd,no,317,w3-total-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
woocommerce_task_list_tracked_completed_tasks,yes,315,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woo_ml_debug_funcions,auto,312,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
fs_clone_management,yes,308,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
litespeed.admin_display.messages,yes,299,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
two_critical_default_settings,yes,298,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
w3tc_minify_12d30,no,298,w3-total-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
woocommerce_customer_processing_order_settings,on,291,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_cod_settings,yes,288,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
supercache_stats,yes,288,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
w3tc_minify_3328d,no,283,w3-total-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
glt_admin_notice,yes,277,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
w3tc_minify_727da,no,277,w3-total-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
w3tc_minify_1da56,no,276,w3-total-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
ampforwp_cpt_generated_post_types,off,276,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
rank_math_google_analytic_options,auto,268,seo-by-rank-math,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_cancelled_order_settings,on,264,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
updraft_s3generic,yes,262,updraftplus,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
widget_null-instagram-feed,yes,261,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
gla_merchant_center,yes,260,google-listings-and-ads,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
w3tc_minify_4afec,no,259,w3-total-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
woocommerce_new_order_settings,on,255,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
_transient_wc_block_product_filter_attribute_default_attribute,off,253,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
w3tc_minify_52e2c,no,252,w3-total-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
woocommerce_easypack_parcel_machines_settings,yes,249,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
w3tc_minify_f4971,no,248,w3-total-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpforms_versions_lite,auto,246,wpforms,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wc_facebook_merchant_access_token,yes,245,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
wp_mail_smtp_debug,off,237,wp-mail-smtp,no,BLOCKED,medium,Restore from app/sql/local.sql,
w3tc_minify_19758,no,234,w3-total-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
updraft_cloudfiles,yes,233,updraftplus,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
w3tc_minify_4838a,no,233,w3-total-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
w3tc_minify_d3c8e,no,232,w3-total-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
w3tc_minify_ce112,no,231,w3-total-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.media-lqip_exc,yes,229,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
widget_woocommerce_product_categories,yes,227,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
w3tc_minify_dc53b,no,224,w3-total-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
_transient_wc_tracks_blog_details,off,223,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
w3tc_minify_f78af,no,220,w3-total-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
sm_uci_pro_settings,auto,219,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
widget_tag_cloud,yes,218,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
jetpack_sync_settings_known_importers,yes,217,jetpack,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
w3tc_minify_e86e9,no,217,w3-total-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
updraft_openstack,yes,216,updraftplus,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.object-global_groups,yes,216,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
w3tc_minify_7cd2d,no,215,w3-total-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
gla_ads_conversion_action,yes,215,google-listings-and-ads,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
widget_block,yes,214,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
w3tc_minify_a6bab,no,214,w3-total-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
updraft_dreamobjects,yes,210,updraftplus,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
cmplz_consent_wsc_consent,auto,210,complianz-gdpr,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
cmplz_consent_newsletter_consent,auto,210,complianz-gdpr,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wc_facebook_page_access_token,yes,207,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
loco_recent,no,204,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
litespeed.conf.cdn-mapping,yes,204,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
jetpack_private_options,yes,201,jetpack,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
woocommerce_permalinks,yes,199,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
wpmudev_notices,off,199,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
litespeed.conf.cache-vary_group,yes,199,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
woocommerce_registration_privacy_policy_text,on,196,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
wc_facebook_access_token,yes,196,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
bodhi_svgs_settings,yes,196,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
yith_wcwl_color_add_to_wishlist,yes,194,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
yith_wcwl_color_add_to_cart,yes,194,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
yith_wcwl_color_button_style_1,yes,194,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
yith_wcwl_color_button_style_2,yes,194,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
woocommerce_inpost_paczkomaty_5_settings,yes,194,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
updraft_ftp,yes,191,updraftplus,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
_wpforms_transient_existing_tables,off,188,wpforms,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.media-placeholder_resp_svg,yes,185,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
w3tc_minify_f2459,no,185,w3-total-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wcpay_fraud_services_data,no,184,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
active_plugins,yes,183,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
smile_fonts,yes,183,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
updraft_dropbox,yes,183,updraftplus,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
w3tc_minify_bd45a,no,183,w3-total-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
rank_math_analytics_permissions,auto,183,seo-by-rank-math,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_flat_rate_4_settings,on,182,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
nps-survey-astra,auto,180,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
nps-survey-header-footer-elementor,auto,180,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
iworks_rates,no,179,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
rsssl_http_methods_allowed,no,178,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
litespeed.conf.img_optm-webp_attr,yes,178,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
woocommerce_flat_rate_3_settings,on,177,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
litespeed.img_optm._summary,yes,177,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wp_smush_global_stats,off,177,wp-smushit,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
limit_login_gdpr_message,yes,175,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
wp_smush_background_scan_process_status,off,173,wp-smushit,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
widget_woocommerce_recently_viewed_products,yes,172,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
yith_woocompare_fields_attrs,yes,169,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
yith_woocompare_fields,yes,169,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_pum_installed_themes,yes,169,ultimate-member,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
rank-math-options-instant-indexing,on,169,seo-by-rank-math,yes,KEEP,high,Restore from app/sql/local.sql,
wcpay_connect_incentive,no,168,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
w3tc_minify_70da7,no,167,w3-total-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
w3tc_minify_dfb61,no,165,w3-total-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
jetpack_options,yes,162,jetpack,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
updraft_s3,yes,161,updraftplus,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
forminator_posts_map,yes,160,forminator,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
widget_woocommerce_top_rated_products,yes,159,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
litespeed.conf.purge-hook_all,yes,157,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
w3tc_minify_b5c99,no,153,w3-total-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wp_mail_smtp_lite_weekly_sent_email_counter,on,153,wp-mail-smtp,no,BLOCKED,medium,Restore from app/sql/local.sql,
themeisle_sdk_notifications,auto,153,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
w3tc_minify_6bd41,no,152,w3-total-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
w3tc_minify_9fc85,no,151,w3-total-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpmudev_recommended_plugins_registered,no,150,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
w3tc_minify_8a53a,no,150,w3-total-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
astra_sites_recent_import_log_file,off,150,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
ai_builder_recent_import_log_file,off,149,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
updraft_updraftvault,yes,148,updraftplus,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
gla_site_verification,yes,148,google-listings-and-ads,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
_site_transient_php_check_478252eea4acfca65f7d24ee29253bbe,off,148,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
_site_transient_php_check_0fbbe329bc0ccd676924cb4c767b781d,off,148,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
_site_transient_php_check_f97435f29f75964c6616760b2555a445,off,148,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
limit_login_retries_valid,no,147,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
w3tc_minify_802f2,no,146,w3-total-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wp-smush-png2jpg-global-stats,no,145,wp-smushit,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wp-smush-resize-global-stats,no,145,wp-smushit,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wp-smush-webp-global-stats,off,145,wp-smushit,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wp-smush-avif-global-stats,off,145,wp-smushit,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
w3tc_minify_02a19,no,143,w3-total-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
w3tc_minify_6c070,no,142,w3-total-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
bsf_product_referers,auto,141,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woo_inpost_dpoint,yes,140,inpost-for-woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
monsterinsights_over_time,no,139,monsterinsights,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
xtocky-transients,yes,138,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
w3tc_minify_70688,no,138,w3-total-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
um_form_rowdata_23032,auto,137,ultimate-member,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
um_form_rowdata_23031,auto,137,ultimate-member,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
pum_all_theme_close_text_cache,yes,135,ultimate-member,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
mc4wp,yes,135,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
berocket_framework_option_global,yes,134,woocommerce-ajax-filters,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
w3tc_minify_19555,no,133,w3-total-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.optm-localize_domains,yes,125,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
ultimate_constants,yes,124,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
auto_core_update_notified,no,123,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
adt_pfp_usage_tracking_config,auto,122,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
yit_plugin_fw_panel_wc_default_options_set,yes,120,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
limit_login_retries,no,120,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
generate_settings,on,120,generatepress,yes,KEEP,high,Restore from app/sql/local.sql,
cookie_notice_status,no,119,cookie-notice,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
_transient_woocommerce_admin_pes_incentive_woopayments_cache,off,119,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
widget_categories,yes,118,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
cmplz_dismissed_warnings,off,117,complianz-gdpr,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
um_form_rowdata_23033,auto,116,ultimate-member,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
easypack_default_courier_dimensions,yes,114,inpost-for-woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
wp_smush_error_counts,yes,112,wp-smushit,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
xtocky_activated_data,yes,111,cookie-law-info,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
revslider_servers,yes,108,revslider,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_1_elementor_updater_batch_b10438ab2651c5308bd5f95bc18e,off,108,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
facebook_config,yes,107,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
wcpay_tracking_info_cache,no,106,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
ampforwp_custom_post_types,off,105,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woocommerce_local_pickup_2_settings,on,105,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
wpforms_settings,auto,105,wpforms,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
rank_math_google_analytic_profile,auto,99,seo-by-rank-math,yes,KEEP,high,Restore from app/sql/local.sql,
duplicate_post_show_link_in,yes,98,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
